"ID","name","country","location","redemption_account","volume_required","start_date","end_date","redemption_purpose"
"","f0391212","CN","CN-GD","Sanjian Windfarm",63,"2021-05-01","2021-06-30","Renewable energy purchase for node on the Filecoin network with minerID f0391212"
"","f0392785","CN","CN-XJ","Sanjian Windfarm",141,"2021-05-01","2021-06-30","Renewable energy purchase for node on the Filecoin network with minerID f0392785"
"","f0396188","CN","CN-XJ","Sanjian Windfarm",80,"2021-05-01","2021-06-30","Renewable energy purchase for node on the Filecoin network with minerID f0396188"
"","f0396846","CN","CN-GD","Sanjian Windfarm",3,"2021-05-01","2021-06-30","Renewable energy purchase for node on the Filecoin network with minerID f0396846"
"","f0397083","CN","CN-BJ","Sanjian Windfarm",5,"2021-05-01","2021-06-30","Renewable energy purchase for node on the Filecoin network with minerID f0397083"
"","f0397802","CN","CN-SC","Sanjian Windfarm",19,"2021-05-01","2021-06-30","Renewable energy purchase for node on the Filecoin network with minerID f0397802"
"","f0397837","CN","CN-JX","Sanjian Windfarm",131,"2021-05-01","2021-06-30","Renewable energy purchase for node on the Filecoin network with minerID f0397837"
"","f0399814","CN","CN-XX","Sanjian Windfarm",363,"2021-05-01","2021-06-30","Renewable energy purchase for node on the Filecoin network with minerID f0399814"
"","f0400103","CN","HK","Sanjian Windfarm",3,"2021-05-01","2021-06-30","Renewable energy purchase for node on the Filecoin network with minerID f0400103"
"","f0400307","CN","CN-SH","Sanjian Windfarm",165,"2021-05-01","2021-06-30","Renewable energy purchase for node on the Filecoin network with minerID f0400307"
"","f0400644","CN","CN-NM","Sanjian Windfarm",1,"2021-05-01","2021-06-30","Renewable energy purchase for node on the Filecoin network with minerID f0400644"
"","f0402431","CN","CN-ZJ","Sanjian Windfarm",46,"2021-05-01","2021-06-30","Renewable energy purchase for node on the Filecoin network with minerID f0402431"
"","f0403050","CN","CN-XX","Sanjian Windfarm",31,"2021-05-01","2021-06-30","Renewable energy purchase for node on the Filecoin network with minerID f0403050"
"","f0403177","CN","CN-GD","Sanjian Windfarm",2,"2021-05-01","2021-06-30","Renewable energy purchase for node on the Filecoin network with minerID f0403177"
"","f0404193","CN","CN-GD","Sanjian Windfarm",485,"2021-05-01","2021-06-30","Renewable energy purchase for node on the Filecoin network with minerID f0404193"
"","f0406475","CN","CN-SH","Sanjian Windfarm",784,"2021-05-01","2021-06-30","Renewable energy purchase for node on the Filecoin network with minerID f0406475"
"","f0406478","CN","CN-JS","Sanjian Windfarm",48,"2021-05-01","2021-06-30","Renewable energy purchase for node on the Filecoin network with minerID f0406478"
"","f0410023","CN","CN-JX","Sanjian Windfarm",1,"2021-05-01","2021-06-30","Renewable energy purchase for node on the Filecoin network with minerID f0410023"
"","f0410242","CN","CN-GZ","Sanjian Windfarm",78,"2021-05-01","2021-06-30","Renewable energy purchase for node on the Filecoin network with minerID f0410242"
"","f0410701","CN","CN-SH","Sanjian Windfarm",87,"2021-05-01","2021-06-30","Renewable energy purchase for node on the Filecoin network with minerID f0410701"
"","f0413684","CN","CN-FJ","Sanjian Windfarm",150,"2021-05-01","2021-06-30","Renewable energy purchase for node on the Filecoin network with minerID f0413684"
"","f0413801","CN","CN-FJ","Sanjian Windfarm",13,"2021-05-01","2021-06-30","Renewable energy purchase for node on the Filecoin network with minerID f0413801"
"","f0417918","CN","CN-FJ","Sanjian Windfarm",40,"2021-05-01","2021-06-30","Renewable energy purchase for node on the Filecoin network with minerID f0417918"
"","f0419804","CN","CN-XX","Sanjian Windfarm",3,"2021-05-01","2021-06-30","Renewable energy purchase for node on the Filecoin network with minerID f0419804"
"","f0419945","CN","CN-ZJ","Sanjian Windfarm",305,"2021-05-01","2021-06-30","Renewable energy purchase for node on the Filecoin network with minerID f0419945"
