"contract_id","minerID","volume_MWh","attestation_id","defaulted","step4_ZL_contract_complete","step5_redemption_data_complete","step6_attestation_info_complete","step7_certificates_matched_to_supply","step8_IPLDrecord_complete","step9_transaction_complete","step10_volta_complete","step11_finalRecord_complete"
"20220207_SP_PL_transaction_1_contract_2","f039515",57,"20220207_SP_PL_transaction_1_attestation_137",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f039800",10,"20220207_SP_PL_transaction_1_attestation_138",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f040218",23,"20220207_SP_PL_transaction_1_attestation_139",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f040332",107,"20220207_SP_PL_transaction_1_attestation_140",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f043929",7,"20220207_SP_PL_transaction_1_attestation_141",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f044315",9,"20220207_SP_PL_transaction_1_attestation_142",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f045505",1,"20220207_SP_PL_transaction_1_attestation_143",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f047666",4,"20220207_SP_PL_transaction_1_attestation_144",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f047843",164,"20220207_SP_PL_transaction_1_attestation_145",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f048135",46,"20220207_SP_PL_transaction_1_attestation_146",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f048968",82,"20220207_SP_PL_transaction_1_attestation_147",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f050022",29,"20220207_SP_PL_transaction_1_attestation_148",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f052447",33,"20220207_SP_PL_transaction_1_attestation_149",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f053173",10,"20220207_SP_PL_transaction_1_attestation_150",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f054414",12,"20220207_SP_PL_transaction_1_attestation_151",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f054418",189,"20220207_SP_PL_transaction_1_attestation_152",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f054666",7,"20220207_SP_PL_transaction_1_attestation_153",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f056226",83,"20220207_SP_PL_transaction_1_attestation_154",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f056573",7,"20220207_SP_PL_transaction_1_attestation_155",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f056611",21,"20220207_SP_PL_transaction_1_attestation_156",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f057070",12,"20220207_SP_PL_transaction_1_attestation_157",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f057466",1,"20220207_SP_PL_transaction_1_attestation_158",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f057618",34,"20220207_SP_PL_transaction_1_attestation_159",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f058349",1,"20220207_SP_PL_transaction_1_attestation_160",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f059788",15,"20220207_SP_PL_transaction_1_attestation_161",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f060072",27,"20220207_SP_PL_transaction_1_attestation_162",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f061158",1,"20220207_SP_PL_transaction_1_attestation_163",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f061407",63,"20220207_SP_PL_transaction_1_attestation_164",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f062260",5,"20220207_SP_PL_transaction_1_attestation_165",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f063628",16,"20220207_SP_PL_transaction_1_attestation_166",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f065200",20,"20220207_SP_PL_transaction_1_attestation_167",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f066270",340,"20220207_SP_PL_transaction_1_attestation_168",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f067375",63,"20220207_SP_PL_transaction_1_attestation_169",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f068096",66,"20220207_SP_PL_transaction_1_attestation_170",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f068528",8,"20220207_SP_PL_transaction_1_attestation_171",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f073552",22,"20220207_SP_PL_transaction_1_attestation_172",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f078465",10,"20220207_SP_PL_transaction_1_attestation_173",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f079007",3,"20220207_SP_PL_transaction_1_attestation_174",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f079426",15,"20220207_SP_PL_transaction_1_attestation_175",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f079815",254,"20220207_SP_PL_transaction_1_attestation_176",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f080468",17,"20220207_SP_PL_transaction_1_attestation_177",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f082000",13,"20220207_SP_PL_transaction_1_attestation_178",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f082095",226,"20220207_SP_PL_transaction_1_attestation_179",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f082452",164,"20220207_SP_PL_transaction_1_attestation_180",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f082617",30,"20220207_SP_PL_transaction_1_attestation_181",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f082635",33,"20220207_SP_PL_transaction_1_attestation_182",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f083065",1,"20220207_SP_PL_transaction_1_attestation_183",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f083638",35,"20220207_SP_PL_transaction_1_attestation_184",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f085437",127,"20220207_SP_PL_transaction_1_attestation_185",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f085899",6,"20220207_SP_PL_transaction_1_attestation_186",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f086028",66,"20220207_SP_PL_transaction_1_attestation_187",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f086151",3,"20220207_SP_PL_transaction_1_attestation_188",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f087965",3,"20220207_SP_PL_transaction_1_attestation_189",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f090387",80,"20220207_SP_PL_transaction_1_attestation_190",0,0,0,0,0,0,0,0,0
"20220207_SP_PL_transaction_1_contract_2","f092514",104,"20220207_SP_PL_transaction_1_attestation_191",0,0,0,0,0,0,0,0,0
