"certificate","volume_MWh","order_folder","contract","minerID","contract_country","certificate_country","country_match","contract_region","certificate_region","region_match","contract_start","certificate_start","start_match","contract_end","certificate_end","end_match","cert_within_contract","country_region_and_certWithinContract"
"20220429_SP_delivery_119_certificate_119",44,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_1","f024148","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-06-30","2021-06-30",true,true,true
"20220429_SP_delivery_120_certificate_120",9,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_1","f024182","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-06-30","2021-06-30",true,true,true
"20220429_SP_delivery_121_certificate_121",23,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_1","f024468","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-06-30","2021-06-30",true,true,true
"20220429_SP_delivery_122_certificate_122",148,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_1","f024511","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-06-30","2021-06-30",true,true,true
"20220429_SP_delivery_123_certificate_123",4,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_1","f025025","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-06-30","2021-06-30",true,true,true
"20220429_SP_delivery_124_certificate_124",720,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_1","f029401","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-06-30","2021-06-30",true,true,true
"20220429_SP_delivery_125_certificate_125",2,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_1","f029416","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-06-30","2021-06-30",true,true,true
"20220429_SP_delivery_126_certificate_126",56,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_1","f029665","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-06-30","2021-06-30",true,true,true
"20220429_SP_delivery_127_certificate_127",4,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_1","f030125","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-06-30","2021-06-30",true,true,true
"20220429_SP_delivery_128_certificate_128",21,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_1","f030335","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-06-30","2021-06-30",true,true,true
"20220429_SP_delivery_129_certificate_129",88,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_1","f030384","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-06-30","2021-06-30",true,true,true
"20220429_SP_delivery_130_certificate_130",153,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_1","f032888","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-06-30","2021-06-30",true,true,true
"20220429_SP_delivery_131_certificate_131",27,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_1","f033123","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-06-30","2021-06-30",true,true,true
"20220429_SP_delivery_132_certificate_132",5,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f034047","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_133_certificate_133",12,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f034567","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_134_certificate_134",43,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f034581","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_135_certificate_135",150,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f034658","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_136_certificate_136",153,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f034707","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_137_certificate_137",57,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f039515","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_138_certificate_138",10,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f039800","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_139_certificate_139",23,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f040218","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_140_certificate_140",107,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f040332","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_141_certificate_141",7,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f043929","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_142_certificate_142",9,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f044315","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_143_certificate_143",1,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f045505","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_144_certificate_144",4,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f047666","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_145_certificate_145",164,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f047843","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_146_certificate_146",46,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f048135","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_147_certificate_147",82,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f048968","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_148_certificate_148",29,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f050022","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_149_certificate_149",33,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f052447","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_150_certificate_150",10,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f053173","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_151_certificate_151",12,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f054414","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_152_certificate_152",189,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f054418","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_153_certificate_153",7,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f054666","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_154_certificate_154",83,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f056226","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_155_certificate_155",7,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f056573","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_156_certificate_156",21,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f056611","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_157_certificate_157",12,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f057070","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_158_certificate_158",1,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f057466","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_159_certificate_159",34,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f057618","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_160_certificate_160",1,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f058349","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_161_certificate_161",15,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f059788","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_162_certificate_162",27,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f060072","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_163_certificate_163",1,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f061158","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_164_certificate_164",63,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f061407","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_165_certificate_165",5,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f062260","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_166_certificate_166",16,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f063628","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_167_certificate_167",20,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f065200","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_168_certificate_168",340,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f066270","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_169_certificate_169",63,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f067375","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_170_certificate_170",66,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f068096","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_171_certificate_171",8,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f068528","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_172_certificate_172",22,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f073552","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_173_certificate_173",10,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f078465","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_174_certificate_174",3,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f079007","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_175_certificate_175",15,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f079426","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_176_certificate_176",254,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f079815","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_177_certificate_177",17,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f080468","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_178_certificate_178",13,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f082000","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_179_certificate_179",226,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f082095","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_180_certificate_180",164,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f082452","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_181_certificate_181",30,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f082617","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_182_certificate_182",33,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f082635","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_183_certificate_183",1,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f083065","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_184_certificate_184",35,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f083638","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_185_certificate_185",127,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f085437","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_186_certificate_186",6,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f085899","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_187_certificate_187",66,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f086028","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_188_certificate_188",3,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f086151","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_189_certificate_189",3,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f087965","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_190_certificate_190",80,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f090387","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_191_certificate_191",104,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f092514","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_192_certificate_192",16,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f093115","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_193_certificate_193",48,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f093658","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_194_certificate_194",25,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f094374","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_195_certificate_195",49,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f094765","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_196_certificate_196",58,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f095334","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_197_certificate_197",28,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f096974","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
"20220429_SP_delivery_198_certificate_198",22,"20220207_SP_PL_transaction_1","20220207_SP_PL_transaction_1_contract_2","f097370","CN","CN",true,"","",true,"2021-04-01","2021-04-01",true,"2021-04-30","2021-04-30",true,true,true
